lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,ak09918_magnetometer.x,ak09918_magnetometer.y,ak09918_magnetometer.z,orientation.x,orientation.y,orientation.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z,tmd4912_light_cct.x,tmd4912_light_cct.y,tmd4912_light_cct.z
-0.126,2.017,9.95,-25.8,-32.52,-12.66,138.76562,-10.71875,-1.140625,0.073862,0.187752,0.480061,62,0,0
0.579,3.205,9.17,-26.099998,-32.34,-13.799999,136.34375,-19.03125,3.5,-0.235308,0.225443,0.355659,62,0,0
0.84,3.521,9.45,-27.06,-30.84,-15.12,133.84375,-21.328123,5.75,0.301859,-0.111609,0.400669,63,0,0
-0.675,2.594,11.927,-27.3,-30.72,-15.96,133.65625,-11.890625,-2.046875,0.070153,-0.056022,0.340892,63,0,0
-0.933,0.818,9.959,-25.98,-30.119999,-18.18,135.14062,-5.75,-3.71875,-0.38169,0.214879,0.130168,63,0,0
0.603,1.855,7.764,-24.779999,-30.42,-18.779999,135.39062,-13.296875,2.265625,-0.518818,0.311883,0.063472,80,0,0
-0.538,1.73,9.675,-24.18,-30.9,-18.72,138.64062,-9.421875,-2.65625,-0.239859,0.054683,-0.123202,80,0,0
-0.849,3.224,8.842,-23.46,-31.92,-19.619999,134.0625,-19.546877,-5.15625,0.088282,0.29732,-0.022684,80,0,0
-1.199,3.396,9.234,-23.46,-32.34,-18.119999,132.79688,-19.953123,-7.4375,0.467555,0.362248,0.177676,121,0,0
-0.993,2.652,11.379,-24,-31.74,-18.119999,136.54688,-12.609375,-3.6875,0.229965,0.062415,0.019788,121,0,0
0.155,0.959,11.228,-25.32,-31.14,-17.82,138.6875,-8.453125,5.203125,-0.098804,-0.478782,-0.169681,121,0,0
0.155,3.717,5.897,-27.06,-30.06,-17.58,124.46875,-32.328125,-0.609375,-0.276348,-0.119276,0.022065,127,0,0
-0.943,0.71,10.493,-27.72,-29.46,-17.16,132.28125,-3.6875,-5.75,-0.019805,0.174502,0.282814,127,0,0
-0.56,2.104,9.249,-27.42,-29.039999,-18.359999,132.26562,-11.359375,-4.09375,-0.48359,0.150791,0.047905,127,0,0
0.732,3.169,8.763,-27.599998,-27.66,-19.26,127.40625,-20.34375,5.015625,0.293724,-0.129396,0.303232,127,0,0
0.22,3.286,10.958,-29.46,-27,-18.6,126.296875,-16.5625,0.75,0.381691,-0.189305,0.37567,128,0,0
-0.093,2.58,10.914,-29.82,-27.06,-18.42,124.828125,-14.765625,-1.3125,0.089349,0.047937,0.342069,128,0,0
-0.531,1.63,7.831,-29.22,-27.96,-17.4,129.17188,-10.75,-4.484375,-0.334886,0.215402,0.03603,128,0,0
1.211,1.977,7.609,-28.26,-29.16,-15.9,131.875,-15.28125,9.75,-0.151292,-0.138596,-0.100011,125,0,0
-0.658,2.846,9.55,-27.72,-28.8,-16.92,130.76562,-15.78125,-3.53125,0.075063,-0.295631,-0.176707,125,0,0
-0.478,3.734,9.38,-27.18,-28.56,-19.199999,124.765625,-22.078123,-2.265625,0.376807,0.26735,0.090871,125,0,0
-0.799,2.723,11.774,-25.68,-29.099998,-19.08,129.4375,-13.703125,-3.359375,0.36519,0.269746,0.167765,96,0,0
1.005,4.078,9.162,-25.619999,-28.8,-19.98,128.64062,-23.484377,3.75,-0.119128,0.198759,-0.155004,96,0,0
-1.938,1.122,7.197,-27.359999,-28.439999,-19.02,131.75,-5.609375,-15.984375,-0.255714,0.057979,-0.186621,96,0,0
-1.163,0.428,10.175,-28.619999,-27.72,-18.119999,129.79688,-3.25,-5.09375,-0.358032,0.219619,-0.074492,96,0,0
-0.483,1.735,7.283,-28.8,-27.359999,-19.02,129.35938,-11.71875,-4.625,-0.460966,0.192897,-0.048652,61,0,0
0.931,3.415,9.466,-29.519999,-25.199999,-20.4,123.93751,-18.703123,4.65625,0.125709,-0.155731,0.235752,61,0,0
0.739,2.508,11.752,-32.16,-21.9,-21.359999,117.81249,-12.953125,3.671875,0.496575,-0.479633,0.630256,61,0,0
0.679,2.106,11.151,-32.219997,-22.56,-20.279999,118.96875,-11.4375,3.859375,-0.109406,-0.094238,0.463058,65,0,0
-0.868,1.543,8.042,-31.199999,-24.24,-19.8,122.828125,-9.046875,-7.4375,-0.526833,0.207875,0.092319,65,0,0
-0.806,0.66,8.597,-29.699999,-26.099998,-19.02,125.68751,-4.28125,-4.09375,-0.274175,0.162636,-0.103579,65,0,0
-0.809,2.582,9.284,-28.019999,-26.099998,-21.119999,124.984375,-15.4375,-4.390625,0.055923,0.003795,-0.259135,67,0,0
-0.806,3.643,9.196,-28.019999,-26.099998,-21.42,119.71875,-21.75,-4.390625,0.495326,0.164203,0.093607,67,0,0
-1.335,1.249,12.111,-27.9,-26.76,-20.82,126.171875,-6.3125,-6.109375,0.187109,0.167861,-0.010267,67,0,0
1.931,3.578,9.514,-28.56,-26.64,-21.359999,122.828125,-22.84375,10.5,-0.036185,-0.056092,-0.160552,67,0,0
-1.378,1.536,6.508,-29.519999,-25.92,-20.82,126.53125,-10.40625,-12.171875,-0.138255,-0.049451,-0.126442,78,0,0
-1.91,0.428,9.533,-30,-25.92,-19.619999,125.75,-2.484375,-11.15625,-0.381959,0.435837,-0.09577,78,0,0
-0.847,2.393,8.669,-30.179998,-26.039999,-19.8,123.09375,-15.640625,-5.40625,-0.179205,0.25713,-0.027945,78,0,0
0.332,2.585,10.297,-30.359999,-23.939999,-21.779999,121.625,-14.28125,1.203125,0.355183,-0.235543,0.24546,72,0,0
0.442,2.661,11.841,-31.859999,-22.02,-22.38,118.546875,-13.203125,2.4375,0.178726,-0.457223,0.335818,72,0,0
0.732,2.329,10.606,-31.619999,-22.14,-22.56,115.890625,-13.671875,3.5,0.064276,-0.217276,0.389389,72,0,0
-1.271,1.249,8.045,-31.38,-23.76,-21.119999,120.515625,-9.21875,-9.8125,-0.187584,0.17606,0.144367,59,0,0
-0.457,1.965,8.052,-29.58,-25.5,-21.3,124.859375,-10.71875,-3.5,-0.362844,0.243146,-0.247558,59,0,0
-0.418,3.25,9.277,-28.859999,-25.439999,-21.06,119.96875,-19.296877,-2.375,0.343947,-0.098813,-0.071838,59,0,0
-1.026,3.571,9.605,-28.98,-26.34,-19.68,120.078125,-20.40625,-5.625,0.655812,-0.024405,0.168775,59,0,0
-1.067,2.477,11.771,-29.519999,-26.699999,-20.4,124.21875,-11.828125,-4.0625,0.210809,0.095954,-0.096609,63,0,0
0.057,1.493,12.245,-30.359999,-25.439999,-19.92,125.21875,-8.109375,2.234375,-0.116172,-0.272129,-0.201932,63,0,0
0.27,2.759,7.257,-31.38,-24.42,-18.96,116.56249,-24.890623,-0.109375,-0.261695,-0.152338,-0.089936,63,0,0
-1.002,1.445,8.633,-32.82,-24,-17.52,122.56249,-7.546875,-6.703125,-0.275635,0.162744,0.041802,62,0,0
-0.38,2.858,8.909,-33.12,-23.519999,-18.9,116.640625,-18.5,-2.625,-0.133726,0.136301,0.117736,62,0,0
-0.189,2.819,9.485,-33.96,-21.96,-20.16,115.31249,-16.390625,-1.03125,0.324131,0.027732,0.385746,62,0,0
-0.366,2.297,10.836,-34.079998,-21.119999,-20.22,115.84375,-11.15625,-0.890625,0.033857,-0.173812,0.313233,62,0,0
-0.179,1.23,11.094,-33.48,-21.72,-20.22,117.796875,-6.5625,-0.28125,-0.07597,-0.118317,0.196052,62,0,0
0.354,1.479,9.22,-33.12,-23.039999,-20.279999,118.03125,-10.4375,2.796875,-0.260111,-0.0441,-0.079275,62,0,0
-0.332,2.807,8.878,-31.38,-24.42,-19.859999,119.859375,-16.6875,-1.875,-0.167384,0.037383,-0.217993,62,0,0
-1.086,3.308,9.052,-30.9,-24.42,-19.859999,117.81249,-19.84375,-6.59375,0.219239,0.15162,-0.090645,62,0,0
-1.227,2.92,11.01,-30.9,-25.26,-18.72,118.59375,-15.609375,-6.328125,0.442709,0.29921,0.05665,62,0,0
-0.009,4.354,9.861,-30.119999,-25.859999,-18.66,120.203125,-23.5625,-1.234375,0.074603,0.149444,-0.182869,62,0,0
-2.027,1.141,8.602,-31.32,-25.439999,-17.76,125.125,-5.578125,-13.71875,-0.12715,-0.080681,-0.265756,62,0,0
-0.667,1.948,8.681,-32.579998,-25.199999,-16.199999,120.921875,-12.953125,-3.609375,-0.188733,0.051129,-0.199112,62,0,0
-0.888,3.023,8.121,-33.719997,-23.64,-16.26,117.875,-20.1875,-6.03125,0.094758,0.008516,0.095136,62,0,0
-0.114,3.205,8.825,-34.5,-22.14,-17.16,114.140625,-20.1875,-0.75,0.304949,0.102242,0.3909,62,0,0
-0.32,2.508,10.773,-34.32,-20.939999,-18.48,113.75,-13.4375,-0.84375,0.140609,-0.231569,0.411708,62,0,0
-0.303,1.036,11.446,-33.719997,-20.22,-18.66,115.21875,-7.09375,0.671875,-0.177412,-0.14034,0.222908,62,0,0
0.349,1.828,9.464,-33.48,-19.619999,-20.16,114.890625,-11.3125,0.984375,-0.43857,0.087866,0.004073,60,0,0
0.136,1.649,9.256,-33.78,-19.92,-20.4,115.703125,-9.75,1.265625,-0.281054,-0.078171,0.02896,60,0,0
-0.167,3.015,9.138,-33.66,-18.84,-21.6,110.921875,-17.421877,-1.0625,-0.044034,-0.151727,0.123919,60,0,0
-0.751,3.736,9.689,-33.66,-18.42,-21.779999,105.28125,-21.546877,-4,0.5005,0.154956,0.51673,60,0,0
-1.658,3.322,11.738,-32.76,-18.42,-21.6,110.828125,-13.890625,-7.40625,0.279698,0.246596,0.334796,60,0,0
-2.491,0.715,10.546,-33.3,-18.24,-21.359999,110.421875,-5.46875,-8.421875,0.062098,0.001128,0.103333,60,0,0
-0.435,1.905,8.583,-34.02,-18.96,-20.4,108.171875,-16.453125,-1.09375,-0.146481,0.100026,-0.075223,60,0,0
-0.694,2.35,7.664,-33.899998,-20.76,-18.66,114.703125,-15.03125,-5.046875,-0.237496,0.242131,-0.182333,60,0,0
-0.799,3.157,8.758,-33.42,-20.1,-19.38,109.890625,-19.796877,-5.265625,0.222641,-0.037,-0.06447,60,0,0
0.327,3.09,10.225,-34.2,-19.14,-20.46,110.015625,-16.65625,1.703125,0.365829,-0.16219,0.131177,60,0,0
0.019,4.559,10.165,-34.68,-18.539999,-20.279999,107.703125,-23.578123,-0.484375,0.050092,-0.276411,0.12971,59,0,0
-0.315,0.921,11.092,-33.96,-18,-20.52,112.296875,-4.234375,-2.0625,0.062185,-0.160458,0.188016,59,0,0
1.062,2.68,7.183,-33.78,-18.84,-20.4,108.015625,-20.515623,8.390625,-0.309489,-0.233529,-0.084791,59,0,0
-0.406,2.831,9.794,-33.18,-20.52,-20.16,112.171875,-15.890625,-2.015625,0.145906,-0.305552,0.097354,59,0,0
-0.615,4.746,8.167,-32.28,-21.119999,-21,107.96875,-28.75,-3.953125,0.158591,0.269514,-0.101386,58,0,0
-1.352,4.143,10.941,-32.28,-22.02,-21.06,109.328125,-20.96875,-7.71875,0.521054,0.594601,0.089614,58,0,0
-0.895,3.702,10.271,-31.199999,-22.02,-22.32,114.5,-18.5625,-5.15625,-0.081269,0.300004,-0.271669,58,0,0
-1.302,2.156,7.556,-32.7,-21.119999,-21.72,114.375,-14.515625,-10.203125,-0.267471,0.076797,-0.288265,58,0,0
-1.146,1.175,9.318,-34.02,-19.32,-20.46,113.18751,-7.828125,-5.796875,-0.265659,-0.006196,-0.09572,58,0,0
-0.222,3.169,7.202,-34.26,-18.84,-21,109.765625,-22.859377,-2.125,-0.415486,0.010582,-0.054868,58,0,0
0.409,3.552,9.639,-34.5,-16.5,-22.859999,104.78125,-19.625,2.4375,0.301703,-0.179285,0.468407,58,0,0
0.56,2.869,12.25,-35.7,-14.759999,-23.519999,101.859375,-14.875,4.234375,0.157442,-0.341533,0.566157,58,0,0
0.576,1.448,12.473,-37.079998,-14.04,-22.56,105.578125,-7.15625,4.421875,-0.342531,-0.253861,0.239816,58,0,0
1.242,1.687,8.614,-36.36,-15.36,-22.26,104.921875,-11.75,6.03125,-0.45634,0.042046,0.023812,58,0,0
-0.031,2.376,7.539,-35.28,-17.22,-21.9,108.515625,-16.03125,-0.1875,-0.134115,-0.043153,-0.019781,56,0,0
-0.811,3.813,9.012,-34.26,-16.92,-24,101.90625,-23.046877,-4.765625,0.483714,0.196879,0.139412,56,0,0
-0.84,3.623,10.824,-33.899998,-17.52,-24,103.56249,-18.59375,-5.234375,0.453755,0.416259,0.187739,56,0,0
0.107,3.602,11.056,-34.26,-17.1,-23.58,108.515625,-15.375,-2.71875,-0.135157,0.124787,-0.201281,58,0,0
-2.199,1.235,7.8,-35.16,-15.839999,-23.88,108.25,-6.921875,-15.953125,-0.303818,-0.075356,-0.250087,58,0,0
-0.373,1.737,9.045,-36.42,-16.619999,-21.359999,102.21875,-12.4375,-0.78125,0.037245,0.091167,0.116143,58,0,0
-0.837,1.768,8.346,-36.3,-17.76,-19.98,111.68751,-10.203125,-6.8125,-0.385161,0.089057,-0.260744,58,0,0
0.189,3.032,9.033,-35.7,-17.34,-21.42,106.59375,-17.796877,0.078125,-0.290374,0.119556,-0.310929,58,0,0
0.562,3.449,10.565,-36.059998,-14.82,-23.58,100.984375,-18.203123,2.765625,0.456905,-0.250627,0.303364,58,0,0
0.098,2.771,11.678,-37.2,-12.599999,-24,99.78125,-13.703125,0.453125,0.117664,-0.181139,0.412954,56,0,0
-0.971,2.283,6.836,-37.2,-13.44,-22.92,102.265625,-16.65625,-7.71875,-0.324764,0.140912,0.138715,56,0,0
-0.725,1.541,8.669,-36.36,-16.56,-21.66,107.78125,-9.046875,-3.96875,-0.248593,0.112712,-0.024523,56,0,0
-0.904,3.24,7.973,-35.7,-16.56,-22.8,103.140625,-22.34375,-6.59375,0.092394,0.046779,-0.202838,56,0,0
-0.909,3.781,10.074,-34.98,-16.5,-22.92,102.921875,-20.28125,-5.1875,0.42414,0.281814,0.07616,56,0,0
-0.797,2.676,11.628,-34.62,-15.66,-23.82,104.328125,-12.8125,-3.109375,0.264942,0.080324,0.069728,56,0,0
-0.409,1.665,11.448,-35.52,-14.82,-23.519999,100.796875,-10.125,1.203125,0.064159,-0.286126,0.182916,56,0,0
0.593,4.684,6.321,-37.079998,-14.099999,-22.38,88.125,-37.546875,2.734375,0.109099,0.015686,0.216972,58,0,0
-1.723,0.442,10.646,-36.66,-13.62,-22.32,105.953125,-1.8125,-9.921875,-0.064118,0.206487,0.044216,58,0,0
-0.299,3.406,7.975,-36.78,-13.74,-22.8,98.703125,-22.65625,-1.796875,-0.436119,0.086177,-0.188225,58,0,0
0.49,4.023,9.591,-36.6,-11.94,-23.699999,92.96875,-23.453123,2.796875,0.567109,-0.093141,0.55963,56,0,0
-0.217,2.977,12.422,-36.78,-11.94,-23.46,98.625,-12.640625,-0.5625,0.005897,-0.218032,0.26056,56,0,0
-1.266,1.412,8.76,-36.719997,-12.719999,-23.519999,102.078125,-8.53125,-7.515625,-0.243476,-0.170419,0.008788,56,0,0
0.27,1.946,6.929,-35.88,-15.36,-22.68,99.21875,-17.265623,2.296875,-0.093465,0.112992,-0.150536,56,0,0
-0.414,3.152,9.411,-34.92,-17.52,-22.56,107.015625,-17.890623,-1.796875,-0.005115,-0.091466,-0.332155,56,0,0
-0.785,4.112,8.662,-34.68,-16.619999,-24.48,99.75,-25.296877,-4.59375,0.34646,0.094902,-0.119052,56,0,0
-0.394,3.71,10.972,-35.28,-16.859999,-23.76,101.109375,-19.65625,-2.1875,0.478288,0.255707,0.158125,56,0,0
0.744,4.512,9.787,-35.1,-16.5,-24.18,102.75,-24.203123,1.984375,-0.062302,-0.013633,-0.123304,56,0,0
-2.003,1.879,7.178,-36,-15.96,-23.58,106.68751,-11.296875,-15.84375,-0.154096,-0.283579,-0.081629,56,0,0
-1.005,1.728,9.117,-36.78,-16.199999,-21.9,102.359375,-12.484375,-4.671875,0.099546,0.17351,0.100449,56,0,0
-0.277,2.589,8.7,-37.2,-15.96,-21.119999,107.953125,-14.796875,-2.46875,-0.447303,-0.004404,-0.325024,56,0,0
1.141,4.083,8.667,-37.02,-14.4,-22.26,97.765625,-24.546877,6.640625,0.004822,-0.225492,0.022779,56,0,0
0.459,3.121,11.396,-38.399998,-11.94,-22.56,96.31249,-15.453125,2.515625,0.42243,-0.394228,0.607858,56,0,0
0.689,2.834,11.295,-38.579998,-12,-22.32,96.046875,-15.78125,3.25,-0.018161,-0.110236,0.351332,56,0,0
-0.61,1.723,8.337,-37.92,-13.86,-22.859999,104.359375,-10.640625,-5.796875,-0.501055,0.240179,-0.148806,56,0,0
0.366,1.886,8.068,-37.8,-16.32,-22.5,104.125,-13.640625,3.8125,-0.375879,0.009967,-0.368868,56,0,0
-0.193,3.274,8.638,-36.36,-15.299999,-23.58,102.34375,-19.953123,-1.09375,0.085896,-0.270853,-0.160499,56,0,0
-0.126,3.6,10.534,-36.66,-15.059999,-23.1,97.578125,-19.421877,0,0.449621,0.044243,0.159908,56,0,0
0.179,3.212,11.403,-36.48,-15.96,-22.38,103.18751,-15.609375,0.875,0.193318,0.052416,0.104369,56,0,0
1.773,3.813,9.876,-36.3,-15.839999,-22.38,98.203125,-22.90625,10.125,0.131902,-0.089598,0.016873,56,0,0
-0.461,3.099,6.824,-37.32,-15.599999,-21.779999,103.984375,-22.203123,-6.921875,0.01064,0.223799,-0.104065,56,0,0
-1.204,1.373,9.33,-37.62,-16.44,-20.4,106.171875,-8.34375,-7.265625,-0.178226,0.289404,-0.209378,56,0,0
-0.363,3.274,8.054,-37.5,-15.66,-21,102.71875,-21.921877,-1.984375,-0.147195,0.074854,-0.164777,56,0,0
0.72,3.906,9.138,-38.1,-14.639999,-22.199999,99.203125,-22.859377,3.640625,0.309376,-0.117783,0.198397,56,0,0
-0.33,3.461,12.36,-38.76,-13.139999,-22.199999,100.484375,-14.125,-1.5625,0.030403,-0.331048,0.276758,56,0,0
-0.421,1.414,10.481,-37.98,-13.259999,-22.38,102.359375,-7.96875,-1.375,-0.234119,-0.22467,0.119168,56,0,0
1.101,1.531,7.762,-37.079998,-14.7,-21.72,103.78125,-11.46875,8.9375,-0.345617,-0.113896,-0.090613,56,0,0
0.433,3.284,7.489,-36.36,-15.839999,-22.02,102.140625,-23.203123,2.609375,-0.032021,-0.193253,-0.116657,56,0,0
-0.148,3.978,9.438,-36.36,-16.8,-21.66,100.234375,-22.71875,-0.484375,0.553925,0.154604,0.139509,56,0,0
-0.174,2.956,11.685,-36.48,-17.34,-21.359999,104.484375,-14.796875,-0.984375,0.270132,0.225722,-0.086437,56,0,0
0.866,4.77,7.662,-36.899998,-16.26,-21.96,99.625,-29.265623,3.609375,-0.156551,0.015401,-0.247113,56,0,0
-0.576,2.671,8.384,-37.5,-14.759999,-21.9,97.96875,-17.796877,-3.8125,0.41123,-0.042023,0.324797,56,0,0
-0.837,1.766,9.464,-37.86,-15.42,-20.76,103.75,-11.296875,-4.140625,-0.181806,0.206339,-0.046352,56,0,0
0.428,3.722,7.97,-37.559998,-15.96,-21.72,103.71875,-23.546877,2.578125,-0.477383,0.235517,-0.302987,56,0,0
-0.062,3.748,9.172,-37.02,-14.4,-23.22,98.90625,-21.0625,-0.5625,0.144006,0.006403,0.091003,56,0,0
0.107,2.867,12.118,-38.28,-13.5,-23.22,98.859375,-13.09375,2.09375,0.12206,-0.187067,0.253707,56,0,0
-0.684,1.393,9.878,-37.98,-13.5,-23.76,100.90625,-9.5625,-1.234375,-0.118584,-0.166301,0.149418,56,0,0
1.299,1.5,7.82,-36.36,-14.82,-23.1,104.484375,-11.125,9.109375,-0.396073,-0.035167,-0.144223,56,0,0
0.201,3.178,8.375,-35.579998,-16.8,-22.619999,104.703125,-19.8125,1.421875,-0.231423,-0.154863,-0.267185,56,0,0
-0.823,3.6,9.933,-35.46,-16.8,-23.22,101.578125,-20.171877,-4.03125,0.429228,0.152754,0.041199,56,0,0
-0.995,2.731,11.376,-35.219997,-17.16,-22.859999,105.09375,-13.984375,-5.265625,0.244746,0.362663,-0.06305,56,0,0
1.598,3.219,11.204,-35.7,-16.56,-23.16,103.921875,-17.734377,9.078125,-0.068922,-0.185544,-0.147643,56,0,0
-0.172,3.753,4.801,-37.079998,-15.12,-21.9,95.640625,-35.6875,-3.328125,-0.092144,-0.085251,-0.11223,56,0,0
-1.263,0.6,10.972,-38.399998,-14.639999,-20.46,105.859375,-3.015625,-6.640625,0.058673,0.131844,0.179545,56,0,0
-0.631,3.106,8.758,-38.579998,-13.74,-21.72,101.859375,-19.03125,-4.234375,-0.469484,0.105636,-0.157275,56,0,0
0.196,3.284,8.696,-37.079998,-12,-24.06,94.59375,-21.328123,2.046875,0.39068,0.056292,0.431483,56,0,0
-0.162,3.444,11.367,-37.2,-11.759999,-24.3,96.546875,-16.546875,0,0.15569,-0.08199,0.418162,56,0,0
-0.818,0.818,11.482,-37.38,-11.4,-24.119999,98.96875,-5.578125,-2.34375,-0.124996,-0.023046,0.163081,56,0,0
0.631,2.221,7.235,-36.42,-13.62,-23.519999,99.78125,-17.765623,1.90625,-0.443061,0.143601,-0.195188,56,0,0
0.009,2.068,8.7,-36.36,-16.44,-22.08,105.671875,-13.0625,-0.171875,-0.018838,-0.084662,-0.231961,56,0,0
0.031,4.389,7.966,-35.28,-16.199999,-23.58,100.71875,-26.65625,-1.375,0.298921,-0.132659,-0.14927,55,0,0
-0.978,3.896,9.77,-35.76,-16.199999,-23.22,96.40625,-22.5625,-4.9375,0.766496,0.016085,0.33274,55,0,0
-1.002,3.935,11.872,-35.82,-15.96,-22.68,104.859375,-16.71875,-5.40625,-0.056523,0.127813,-0.212462,55,0,0
-2.616,1.306,9.921,-35.7,-15.66,-22.859999,104.890625,-7.859375,-12.09375,-0.106364,-0.096023,-0.136682,56,0,0
-0.141,2.929,7.769,-36.719997,-15.54,-21.72,95.796875,-24.890623,-0.3125,0.007381,0.249169,-0.051138,56,0,0
-1.017,2.613,9.024,-37.559998,-15.54,-20.699999,106.453125,-14.421875,-6.53125,-0.186276,0.203021,-0.186378,56,0,0
-0.059,3.348,9.517,-37.2,-13.86,-22.08,99.46875,-19.28125,-0.78125,-0.232647,0.007705,-0.14607,56,0,0
0.691,3.442,10.115,-37.5,-12.66,-22.8,95.671875,-19.53125,3.6875,0.271363,-0.164531,0.428492,56,0,0
0.684,4.026,10.086,-37.8,-13.32,-21.66,98.109375,-21.625,2.9375,-0.02323,-0.239917,0.2613,56,0,0
-1.364,2.022,8.846,-36.36,-13.92,-22.199999,104.015625,-11.625,-9.75,-0.337886,0.018106,-0.1182,56,0,0
-0.423,2.367,7.422,-35.76,-16.199999,-22.02,104.40625,-17.171877,-3.640625,-0.36512,0.22585,-0.373437,56,0,0
-0.617,2.767,10.247,-34.98,-16.56,-22.32,105.328125,-15.046875,-2.484375,0.040227,-0.091765,-0.236012,56,0,0
-0.481,4.612,8.748,-34.98,-15.24,-23.22,96.421875,-28.078123,-2.15625,0.309864,-0.064881,0.05347,56,0,0
-0.062,3.331,11.578,-35.7,-15.36,-23.279999,100.625,-16.34375,-0.53125,0.484621,0.138999,0.336138,56,0,0
1.153,3.758,10.036,-35.16,-14.94,-23.82,95.90625,-23.390623,6.078125,0.058402,0.050166,0.076655,56,0,0
-0.615,3.341,7.171,-35.76,-14.82,-22.68,101.96875,-24.828123,-6.140625,-0.202756,0.131251,-0.110864,56,0,0
-0.995,1.555,8.595,-36.059998,-15.9,-21.42,107.296875,-8.8125,-6.671875,-0.365638,0.110846,-0.271204,56,0,0
-0.093,3.714,7.506,-36.12,-15.24,-22.199999,98.453125,-26.4375,-0.671875,-0.074733,0.026895,-0.118993,56,0,0
0.318,4.217,8.818,-36.719997,-12.719999,-23.1,93.06249,-26.625,1.65625,0.61348,-0.125677,0.465872,56,0,0
-0.208,2.597,12.954,-37.38,-11.82,-22.8,99.734375,-10.40625,-0.171875,-0.176924,-0.266148,0.228271,56,0,0
-0.095,2.254,9.062,-36.6,-12.54,-22.38,95.140625,-17.0625,2.96875,-0.20902,-0.138565,0.132252,56,0,0
0.339,0.861,8.605,-35.1,-15.059999,-22.619999,106.40625,-6.3125,0.078125,-0.343038,0.070311,-0.171804,56,0,0
0.765,3.772,7.87,-34.68,-15.9,-22.26,102.43751,-24.09375,4.796875,-0.259806,-0.154085,-0.426379,56,0,0
-0.248,4.614,8.327,-35.52,-16.02,-22.32,94.515625,-29.671877,-1.09375,0.84259,-0.052742,0.380754,56,0,0
-1.199,3.334,10.785,-35.219997,-17.16,-21.6,101.18751,-18.15625,-6.078125,0.457087,0.372939,0.029658,56,0,0
1.036,2.762,12.267,-33.78,-17.46,-22.26,104.78125,-15.3125,6.453125,-0.134613,0.138257,-0.347326,56,0,0
-0.203,3.521,6.091,-34.32,-17.4,-22.68,98.796875,-31.609377,-5.234375,-0.264866,0.119681,-0.400138,56,0,0
-0.61,2.139,9.014,-35.399998,-16.44,-21.6,109.140625,-10.546875,-4.0625,-0.316,0.19838,-0.336146,56,0,0
0.098,3.15,8.219,-35.28,-15.719999,-21.6,102.40625,-21.359377,0,-0.179293,-0.150213,-0.060963,56,0,0
0.926,3.652,9.454,-36.18,-14.219999,-22.859999,99.046875,-21.15625,5.1875,0.307471,-0.219169,0.360992,56,0,0
0.023,3.767,11.144,-36.6,-13.799999,-22.68,101.53125,-16.328125,-1.515625,-0.031833,-0.281287,0.259969,56,0,0
-0.533,1.807,8.825,-36.3,-15.24,-21.96,102.984375,-10.96875,-2.9375,-0.027245,-0.0865,0.16633,56,0,0
0.715,1.582,8.887,-34.8,-16.92,-22.26,107.40625,-10.6875,5.578125,-0.123489,-0.005281,-0.140519,56,0,0
0.514,3.576,8.234,-34.559998,-18.3,-22.38,106.03125,-23.203123,3.390625,-0.198763,-0.193767,-0.367876,56,0,0
0.028,4.129,8.971,-34.62,-18.359999,-22.26,104.375,-23.78125,-0.390625,0.372224,0.043066,-0.004057,56,0,0
-1.333,2.905,11.254,-34.62,-18.3,-21.6,105.65625,-15.34375,-6.171875,0.372698,0.23338,0.058373,56,0,0
1.311,4.296,8.839,-35.16,-18.3,-22.08,105.25,-26.5,6.5625,-0.117218,0.201343,-0.238107,56,0,0
-0.22,2.64,5.933,-35.1,-16.8,-22.98,108.484375,-19.09375,-3.46875,-0.251495,-0.081268,-0.217511,56,0,0
-0.873,1.263,10.579,-36,-16.56,-22.38,106.53125,-7.328125,-4.5625,-0.046369,0.019495,0.093263,56,0,0
-0.744,2.98,8.092,-36.36,-15.66,-21.779999,106.34375,-18.828123,-4.90625,-0.430174,0.086534,-0.150125,56,0,0
0.22,3.659,8.858,-36.36,-14.94,-22.56,99.171875,-22.328123,1.28125,0.350777,0.095237,0.371957,56,0,0
0.112,3.154,11.776,-37.02,-14.639999,-22.619999,100.734375,-15.8125,0.53125,0.384048,0.027224,0.447834,56,0,0
0.203,2.475,10.201,-36.96,-14.759999,-22.199999,101.609375,-15.4375,0.875,-0.081641,-0.025557,0.093056,56,0,0
0.169,3.037,6.735,-37.02,-16.5,-22.26,104.046875,-22.8125,-0.1875,-0.272525,0.057985,-0.132452,56,0,0
-0.174,2.113,8.755,-36.18,-18,-22.38,105.109375,-14.25,-0.734375,-0.021289,0.017751,-0.154632,56,0,0
-0.172,3.13,8.521,-34.98,-17.1,-23.279999,105.296875,-19.09375,-1.375,0.047955,-0.179625,-0.142244,56,0,0
-0.54,4.507,9.296,-34.86,-16.859999,-23.46,98.453125,-26.3125,-2.125,0.409117,-0.005101,0.209201,56,0,0
-0.94,2.963,11.659,-34.8,-17.699999,-23.22,105.921875,-13.46875,-3.53125,0.156583,0.225104,0.040529,56,0,0
-0.478,1.795,11.611,-35.219997,-17.82,-23.1,106.203125,-10.203125,0.140625,-0.14498,-0.024201,-0.175236,56,0,0
