lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,ak09918_magnetometer.x,ak09918_magnetometer.y,ak09918_magnetometer.z,orientation.x,orientation.y,orientation.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z,tmd4912_light_cct.x,tmd4912_light_cct.y,tmd4912_light_cct.z
0.919,4.004,8.822,-36.899998,-25.439999,-13.38,116.109375,-24.390623,5.265625,-0.019002,0.005979,-0.015585,122,0,0
0.931,4.045,8.935,-36.78,-25.32,-14.16,116.015625,-24.25,5.203125,0.015561,-0.002741,0.022865,112,0,0
0.909,4.045,8.909,-37.38,-24.9,-13.679999,115.671875,-24.53125,5.09375,0.006739,0.015223,0.042474,112,0,0
0.9,4.085,8.901,-37.2,-25.26,-13.559999,115.484375,-24.3125,4.9375,0.007742,0.035122,0.055527,112,0,0
0.852,4.081,8.933,-37.02,-24.72,-13.259999,115.25,-25.015623,4.765625,0.016954,0.034436,0.024401,112,0,0
0.938,4.033,9.05,-37.079998,-24.539999,-13.559999,115.203125,-23.5625,4.9375,0.002575,0.038106,0.019486,112,0,0
0.947,4.081,8.822,-37.8,-24.84,-13.62,114.953125,-24.453123,5.546875,-0.018147,0.021489,0.022234,112,0,0
0.83,4.006,8.964,-37.92,-25.14,-13.86,114.796875,-24.09375,5.1875,0.009179,0.004747,0.040667,112,0,0
0.916,4.083,9.038,-37.2,-25.14,-13.259999,114.875,-24.46875,5.296875,0.007287,-0.006216,0.004674,110,0,0
0.9,4.148,8.784,-37.8,-25.5,-13.38,114.984375,-24.984377,5.265625,2.94E-04,-0.016125,-0.028746,110,0,0
0.876,4.059,8.81,-37.38,-25.619999,-13.559999,115.015625,-24.671877,5.09375,0.024523,-0.01564,-0.029789,110,0,0
0.895,4.064,8.949,-37.2,-25.8,-14.16,115.125,-24.5625,5.328125,0.023262,0.005824,-0.015078,106,0,0
1.017,4.169,8.971,-37.38,-25.019999,-13.92,115.125,-24.5625,5.765625,-0.005173,-0.005918,-0.017575,106,0,0
0.978,4.198,8.784,-37.62,-24.96,-13.559999,114.93751,-25.03125,5.65625,0.009221,-0.026077,0.037839,106,0,0
0.883,4.112,8.916,-37.86,-25.199999,-13.38,114.765625,-24.859377,5.484375,0.043304,-0.00998,0.046958,109,0,0
0.945,4.188,8.399,-37.92,-25.56,-13.5,114.78125,-25.59375,5.4375,0.027148,0.00312,0.012307,109,0,0
0.969,4.222,8.822,-37.86,-24.84,-13.679999,114.640625,-24.921877,5.546875,0.026046,0.001601,0.008219,109,0,0
0.854,4.184,8.94,-37.68,-24.9,-13.679999,114.31249,-25.078123,4.84375,0.01956,0.018415,0.038518,99,0,0
0.828,4.085,8.712,-37.8,-25.26,-13.92,114.296875,-24.859377,4.40625,0.015366,0.03722,0.032394,99,0,0
0.83,4.114,9.167,-37.559998,-25.439999,-13.559999,114.359375,-24.5,5.015625,-0.009343,0.01768,-0.014039,99,0,0
0.701,4.119,8.827,-37.559998,-25.74,-13.62,114.671875,-25.0625,3.96875,-0.046255,8.03E-04,-0.063343,99,0,0
0.837,4.143,8.856,-37.079998,-25.26,-13.799999,114.859375,-24.796877,5.015625,-0.03549,0.018402,-0.054977,97,0,0
0.835,4.059,8.959,-36.719997,-25.439999,-13.679999,114.890625,-24.546877,4.765625,-0.009641,0.003542,-0.012328,97,0,0
0.756,4.088,8.882,-36.66,-25.56,-13.92,115.125,-24.46875,4.453125,-0.006691,-0.006683,-0.020337,97,0,0
0.751,4.09,8.889,-37.079998,-25.439999,-13.92,115.15625,-24.671877,4.234375,-0.016132,0.012666,-0.021125,97,0,0
0.734,4.078,8.983,-37.32,-25.199999,-13.86,115.09375,-24.0625,4.25,-0.002893,0.03011,0.005973,97,0,0
0.679,4.047,8.933,-37.26,-25.439999,-14.219999,115.06249,-24.25,3.640625,-0.00323,0.041863,0.010125,97,0,0
0.777,4.057,8.94,-37.26,-25.32,-13.86,115.09375,-23.96875,4.03125,-0.010247,0.022995,9.78E-04,94,0,0
0.813,4.069,8.933,-37.26,-25.14,-14.099999,115.078125,-24.46875,4.796875,-0.004545,-0.014349,-5.44E-04,94,0,0
0.878,4.066,8.904,-37.8,-25.32,-13.92,115.015625,-24.375,5.484375,-0.01091,-0.040158,0.01444,94,0,0
0.978,4.186,8.921,-37.62,-25.26,-13.92,114.953125,-25.046877,5.609375,8.74E-04,-0.049857,0.026894,94,0,0
0.95,3.925,9.991,-37.079998,-24.84,-14.16,114.93751,-20.84375,6.78125,0.027577,-0.018789,0.022832,99,0,0
0.734,4.15,8.509,-37.5,-24.42,-14.4,114.640625,-26.28125,4.53125,-0.015663,0.008393,0.008141,99,0,0
0.907,4.1,8.894,-37.26,-25.14,-13.86,114.59375,-24.296877,5.125,0.007062,0.026965,0.036809,99,0,0
0.825,4.155,9.052,-37.079998,-25.74,-13.799999,114.84375,-24.828123,4.734375,0.008806,0.003912,-0.005719,101,0,0
0.799,4.088,8.808,-37.02,-25.32,-13.2,115.171875,-24,3.6875,-0.021393,-0.00193,-0.075479,101,0,0
0.933,4.112,8.911,-37.02,-25.14,-13.5,115.18751,-24.640623,5.515625,-0.029726,0.010047,-0.048502,101,0,0
0.842,4.083,8.849,-37.2,-25.019999,-13.62,115.015625,-24.984377,4.765625,0.015711,-0.002351,0.017279,101,0,0
0.773,4.054,8.906,-37.38,-25.56,-14.16,115,-24.203123,4.671875,0.015632,-0.004521,0.035494,101,0,0
0.83,4.145,8.825,-37.079998,-25.14,-13.98,115,-25.046877,4.625,-0.002869,0.011053,0.002667,101,0,0
0.835,4.085,8.846,-37.26,-24.66,-13.679999,114.796875,-25.046877,4.65625,0.019634,0.015266,0.014578,101,0,0
0.83,4.054,8.916,-37.26,-24.96,-13.62,114.78125,-24.1875,4.515625,0.012027,0.011949,0.027409,98,0,0
1.057,4.129,9.045,-37.38,-24.72,-13.559999,114.78125,-24.5,6.046875,-0.008414,-0.017204,0.001982,98,0,0
0.998,4.162,8.751,-37.079998,-24.3,-13.679999,114.53125,-25.21875,5.890625,0.002648,-0.073329,0.021795,98,0,0
1,3.81,10.048,-37.2,-24.66,-14.16,114.484375,-20.9375,5.15625,0.024279,-0.013883,0.049995,102,0,0
0.835,4.176,8.401,-37.86,-24.9,-13.799999,114.40625,-26.46875,4.78125,-0.034647,0.021619,0.001729,102,0,0
0.732,3.839,9.244,-37.5,-24.84,-13.86,114.40625,-22.625,4.28125,-0.012224,0.036979,0.001335,102,0,0
0.794,3.994,9.016,-36.899998,-25.26,-13.98,114.578125,-23.96875,4.3125,-0.018154,0.043502,-0.01207,103,0,0
0.667,4.073,8.696,-36.96,-25.32,-13.5,114.890625,-25.046877,4.34375,-0.022675,0.003652,-0.0628,103,0,0
0.6,3.899,9.067,-37.079998,-25.439999,-14.099999,115.234375,-22.40625,3.296875,-0.019509,-0.009198,-0.070727,103,0,0
0.866,4.038,8.837,-37.32,-25.5,-14.4,115.296875,-24.515623,4.78125,-0.046158,0.033463,-0.053437,99,0,0
0.854,3.99,8.873,-36.66,-24.84,-13.98,115.390625,-23.515623,4.484375,-0.024632,0.001018,-0.011559,99,0,0
0.797,3.92,9.002,-36.6,-24.3,-14.5199995,115.234375,-23.59375,4.53125,-0.008591,-0.024826,0.028638,99,0,0
0.732,3.894,9.062,-36.42,-24.24,-14.5199995,115.06249,-23.0625,3.96875,-6.61E-04,0.020855,0.046321,99,0,0
0.825,4.006,9.004,-36.66,-24.72,-14.759999,114.96875,-23.8125,4.765625,-0.007268,0.022651,0.02972,97,0,0
0.742,3.947,8.935,-36.96,-25.019999,-13.86,114.90625,-23.484377,4.671875,0.001101,-0.007481,0.004532,97,0,0
0.758,3.968,8.846,-36.78,-24.539999,-14.099999,114.93751,-23.8125,4.109375,0.006355,-0.007088,-0.005909,97,0,0
0.866,4.021,8.966,-37.2,-24.3,-13.98,114.765625,-24.203123,4.953125,0.02232,0.001447,0.012586,99,0,0
0.73,4.062,8.837,-37.32,-24.84,-13.86,114.68751,-24.421877,4.515625,0.030835,-0.004872,0.026109,99,0,0
0.84,3.963,9.014,-37.5,-24.84,-13.92,114.859375,-23.578123,4.90625,-0.002317,-0.00337,-0.007424,99,0,0
0.981,4.097,8.791,-37.8,-24,-13.98,114.421875,-24.859377,5.71875,-0.001222,-0.002128,0.012234,105,0,0
0.904,3.951,8.992,-37.559998,-24.539999,-13.2,114.265625,-23.90625,5.296875,0.031984,-0.037483,0.083566,105,0,0
0.9,4.1,8.88,-37.2,-25.14,-13.559999,114.453125,-24.640623,5.125,0.004919,-0.026809,0.011972,105,0,0
0.859,4.04,8.945,-37.38,-24.96,-14.16,114.578125,-24.1875,5.078125,0.004032,-0.015246,-0.05763,105,0,0
0.835,3.959,8.889,-37.5,-24.66,-13.92,114.546875,-24.03125,5.265625,0.008639,-0.00366,-0.015882,106,0,0
1.029,4.045,8.918,-37.2,-24.359999,-13.62,114.46875,-24.34375,5.96875,0.00249,0.01242,0.023751,106,0,0
1.22,4.105,8.88,-37.559998,-25.019999,-13.32,114.609375,-24.515623,7.203125,-0.011273,-0.053563,0.003375,106,0,0
0.911,3.978,8.866,-38.1,-24.66,-13.679999,114.578125,-24.28125,5.546875,-0.005991,-0.082061,-0.009004,108,0,0
0.811,3.994,8.866,-37.68,-25.019999,-13.559999,114.56249,-24.34375,5.1875,0.003345,1.53E-04,0.006038,108,0,0
0.861,4.023,8.983,-37.62,-24.9,-13.799999,114.625,-24,5.34375,0.003257,0.050971,-0.006331,108,0,0
0.811,3.939,8.834,-37.8,-25.14,-13.559999,114.68751,-24.0625,4.734375,-0.013626,0.034735,-0.021125,110,0,0
1.156,4.059,9.009,-38.16,-24.6,-13.08,114.68751,-23.9375,6.3125,-0.011712,0.016483,-0.01241,110,0,0
1.091,4.042,8.94,-38.1,-23.46,-13.679999,114.25,-24.734377,6.5625,-4.00E-04,-0.058372,0.05,110,0,0
0.818,3.932,8.839,-38.219997,-23.699999,-14.16,113.828125,-24.1875,5.078125,0.011274,9.95E-04,0.108744,110,0,0
1.074,4.042,9.05,-37.92,-24.539999,-14.16,113.734375,-24.28125,6.171875,0.002719,0.070583,0.058957,108,0,0
1.046,4.026,8.94,-37.5,-24.6,-13.86,113.875,-24.640623,6.53125,-0.002826,-0.013122,-0.02446,108,0,0
0.89,4.018,8.849,-37.38,-24.66,-13.5,114.09375,-24.640623,5.46875,0.006515,-0.058269,-0.042707,108,0,0
0.77,3.925,9.182,-37.5,-24.6,-14.16,114.18751,-22.546877,5.296875,0.008414,-0.022835,-0.032063,109,0,0
0.945,4.057,8.913,-37.86,-24.66,-13.38,114.31249,-24.640623,5.40625,-0.022714,0.030927,-0.034237,109,0,0
0.902,3.927,8.949,-38.46,-24.42,-13.32,114.31249,-23.390623,5.40625,-0.014455,0.027011,-0.013107,109,0,0
0.921,4.045,8.99,-38.219997,-24.84,-13.559999,114.265625,-24.390623,5.515625,-0.013203,0.021859,0.004427,113,0,0
0.871,3.961,8.904,-37.68,-24.9,-13.679999,114.453125,-23.671877,5.265625,-0.009762,0.010965,-0.00424,113,0,0
0.921,4.023,9.019,-37.38,-24.72,-13.0199995,114.59375,-23.9375,5.375,-0.016459,-0.005685,-0.029675,113,0,0
0.804,3.93,8.803,-37.98,-24.6,-13.32,114.56249,-24.15625,4.875,-0.003232,-0.014363,-0.020736,113,0,0
0.969,4.038,8.916,-38.1,-24.119999,-13.2,114.46875,-24.03125,5.625,0.012788,9.66E-04,0.019018,113,0,0
0.957,3.983,8.961,-38.219997,-23.82,-13.62,114.15625,-24,5.578125,0.00411,0.001517,0.051297,113,0,0
1.002,4.064,8.837,-37.62,-24.119999,-13.5,114,-24.5,6.046875,0.013122,-0.001647,0.057228,113,0,0
1.019,3.999,8.911,-38.28,-23.939999,-13.08,113.875,-24.21875,6.3125,0.033426,-0.011014,0.032755,107,0,0
0.959,3.973,8.968,-37.92,-24.24,-13.2,113.78125,-24.09375,5.625,0.023956,-0.014672,0.015659,107,0,0
1.06,4.035,8.909,-37.86,-24.119999,-13.62,113.796875,-24.40625,5.96875,0.005285,-0.008151,0.001198,107,0,0
1.038,4.035,8.882,-38.219997,-23.76,-13.62,113.671875,-23.875,5.75,0.001747,-0.002057,0.008385,109,0,0
1.029,3.994,8.897,-38.46,-24.3,-13.2,113.56249,-23.84375,5.75,-2.50E-04,0.005459,0.020892,109,0,0
1,4.011,8.93,-37.98,-24.539999,-12.9,113.609375,-23.90625,5.578125,0.00499,0.004948,0.007217,109,0,0
1.048,3.99,8.997,-38.16,-24.6,-12.9,113.81249,-23.640623,5.890625,-0.001146,-0.010199,-0.035832,109,0,0
1.036,4.064,8.904,-38.46,-24.119999,-13.259999,113.796875,-24.453123,6.046875,-0.006783,-0.016371,-0.027529,109,0,0
0.938,4.047,8.918,-37.92,-24.6,-13.679999,113.765625,-24.484377,5.65625,0.003134,0.004346,0.00656,109,0,0
1.002,3.999,8.901,-37.559998,-24.539999,-13.679999,114,-24.078123,5.71875,-0.004407,0.029458,-0.004491,109,0,0
1.014,4.052,8.921,-37.559998,-24.119999,-13.5,114.078125,-23.9375,5.90625,-0.026202,0.002557,-0.03437,109,0,0
1.038,3.999,8.904,-37.68,-24.539999,-13.799999,114.078125,-23.96875,5.796875,-0.010808,-0.020994,-0.00838,109,0,0
0.926,3.947,9.002,-38.219997,-24.6,-13.559999,114.06249,-23.78125,5.328125,-0.001212,-0.006861,0.00484,109,0,0
0.945,4.021,8.866,-38.28,-24.3,-13.5,114.015625,-24.09375,5.6875,-0.007792,0.01843,0.011213,104,0,0
0.928,4.006,8.949,-38.28,-24.06,-13.5,113.859375,-23.9375,5.4375,0.00144,0.011334,0.009831,104,0,0
0.933,4.011,8.844,-37.86,-24.72,-13.559999,113.890625,-24.53125,5.71875,0.013373,0.013911,0.011943,104,0,0
0.907,3.944,8.913,-37.5,-24.539999,-13.679999,114.09375,-24.03125,5.265625,-0.002569,0.010073,-0.023971,104,0,0
0.99,4.004,9.024,-37.86,-24.24,-13.5,114.078125,-24.1875,6,-0.011604,6.10E-04,-0.028031,104,0,0
0.84,3.961,8.887,-37.68,-24.42,-13.5,114.078125,-24,5.15625,0.007903,-0.005839,0.005896,104,0,0
0.801,3.973,8.899,-37.559998,-24.3,-13.92,114.15625,-23.421877,4.671875,-0.003964,0.025302,-0.002779,104,0,0
0.957,4.059,8.978,-37.92,-24.119999,-13.559999,114.046875,-24.546877,5.34375,-0.001748,0.027363,-0.002519,103,0,0
0.856,3.949,8.952,-37.8,-24.06,-12.719999,113.93751,-23.90625,5.015625,0.010564,0.019266,0.028994,103,0,0
0.89,4.002,8.794,-36.899998,-24.84,-13.2,114.171875,-24.1875,5.359375,-0.003963,5.63E-04,-0.003723,103,0,0
0.907,3.954,8.99,-37.26,-24.539999,-13.5,114.40625,-23.609377,5.328125,-0.005934,-0.026039,-0.059737,104,0,0
0.907,4.033,8.98,-37.98,-24.96,-13.86,114.421875,-24.359377,5.4375,-0.001985,-0.023997,-0.038664,104,0,0
0.926,4.018,8.887,-37.98,-24.539999,-13.559999,114.359375,-24,5.46875,0.01364,-0.013648,0.016565,104,0,0
0.794,3.92,9.213,-37.5,-24.06,-13.32,114.31249,-21.96875,5.296875,0.00965,-0.011313,0.029111,106,0,0
0.878,4.133,8.758,-37.559998,-24.6,-13.5,113.984375,-25.8125,4.671875,-0.001026,0.019735,0.025988,106,0,0
0.88,4.09,8.894,-36.78,-24.72,-13.08,114.203125,-24.25,5.265625,0.02199,0.03573,0.004327,106,0,0
1.005,4.105,9.11,-37.26,-24.84,-12.96,114.421875,-23.90625,4.9375,0.016228,-0.00373,-0.048266,106,0,0
0.962,4.124,8.633,-37.5,-24.9,-12.719999,114.484375,-25.671877,5.828125,0.004666,-0.031297,-0.033929,103,0,0
0.876,4.078,8.787,-37.26,-24.9,-13.559999,114.578125,-24.34375,4.8125,0.026245,-0.024843,-0.003061,103,0,0
1.026,4.078,8.98,-37.8,-23.939999,-13.799999,114.34375,-24.0625,5.6875,0.005725,-9.11E-04,0.015932,103,0,0
1.002,4.088,8.861,-37.98,-24,-13.62,113.984375,-24.796877,5.75,0.002537,0.019242,0.069047,103,0,0
1.036,4.119,8.81,-37.68,-23.939999,-13.259999,113.78125,-25.015623,6.390625,0.010578,0.007917,0.069282,103,0,0
1.091,4.162,8.827,-37.98,-23.64,-13.38,113.484375,-25.171877,6.328125,0.023002,1.91E-04,0.048751,103,0,0
1,4.124,8.909,-37.8,-24.119999,-13.679999,113.40625,-24.328123,6,0.012976,-0.001852,0.036322,107,0,0
0.919,4.064,8.854,-37.8,-24.539999,-13.32,113.484375,-24.609377,5.375,-0.010681,-0.004266,-0.00233,107,0,0
1.002,3.966,9.294,-37.32,-24.72,-13.32,113.65625,-24.671877,4.203125,-0.003292,0.012369,-0.051326,107,0,0
0.825,4.023,8.832,-37.26,-24.3,-13.32,113.96875,-24.21875,5.0625,-0.030665,-0.002778,-0.067297,107,0,0
0.897,3.973,9.091,-36.719997,-24.359999,-13.32,114.15625,-23.515623,4.875,-0.029976,0.004743,-0.050815,105,0,0
0.864,3.942,9.059,-36.899998,-24.539999,-14.4,114.359375,-23.8125,4.953125,-0.028744,0.006182,-0.041599,105,0,0
0.928,4.03,8.952,-36.899998,-24.06,-13.92,114.359375,-24.078123,5.71875,-0.028695,0.009725,-0.013994,105,0,0
0.773,3.961,8.925,-37.02,-24.96,-14.099999,114.484375,-23.515623,4.625,-0.02676,0.004287,0.006065,97,0,0
0.749,3.937,8.93,-36.78,-24.96,-13.5,114.71875,-23.703123,4.625,-0.014512,0.010453,-0.033837,97,0,0
1.005,4.081,9.024,-36.48,-25.019999,-13.32,114.93751,-23.90625,5.546875,-0.004179,0.012885,-0.045411,97,0,0
0.959,4.461,8.83,-36.3,-25.859999,-13.0199995,115.15625,-26.84375,5.75,0.051137,-0.033008,-0.027055,103,0,0
1.426,4.217,8.866,-36.3,-26.699999,-13.2,115.75,-23.671877,8.109375,0.082774,-0.122725,-0.063934,103,0,0
-0.294,3.085,9.584,-35.52,-27.84,-13.799999,116.65625,-18.15625,-0.609375,-0.07588,-0.009123,-0.184626,103,0,0
-0.246,3.501,8.696,-33.12,-28.199999,-15.66,118.203125,-21.03125,-2.0625,-0.36575,0.429198,-0.395312,93,0,0
0.062,3.341,9.325,-32.399998,-28.26,-16.38,119.46875,-19.1875,0.078125,-0.263423,0.238531,-0.317732,93,0,0
0.308,3.753,9.136,-32.52,-28.619999,-15.12,120.265625,-22.390623,1.5625,-0.107079,-0.044641,-0.199785,93,0,0
0.342,3.748,9.282,-32.52,-28.32,-15.059999,120.84375,-21.96875,1.953125,0.131722,-0.129205,-0.053448,93,0,0
0.196,3.784,8.911,-32.399998,-28.439999,-15.299999,121.21875,-23.03125,1.0625,0.093132,-0.084721,-0.034109,84,0,0
0.253,3.655,9.103,-32.76,-28.32,-15.36,121.53125,-22.34375,1.484375,0.064594,-0.03037,-0.017955,84,0,0
0.062,3.698,8.863,-33.96,-28.199999,-15.12,121.65625,-21.453123,0.640625,0.013794,-0.019934,-0.010906,84,0,0
0.198,3.863,8.717,-33.899998,-28.32,-14.759999,121.265625,-23.96875,1.140625,0.015848,0.018875,0.061831,88,0,0
0.153,3.688,8.909,-33.899998,-28.439999,-14.46,121.31249,-22.421877,1.125,0.067968,0.034858,0.057894,88,0,0
0.921,3.901,9.5,-35.28,-27.3,-14.219999,121.06249,-22.234377,4.25,0.006799,0.00449,0.031536,88,0,0
1.062,3.987,8.806,-36.18,-26.46,-13.92,120.421875,-23.71875,6.671875,-0.020557,-0.20127,0.147641,113,0,0
0.809,3.884,8.901,-36.6,-26.16,-13.92,119.453125,-24.234377,5.625,0.067195,-0.200092,0.226323,113,0,0
0.878,4.011,9.045,-36.12,-25.8,-13.62,118.875,-23.8125,5.40625,0.088868,-0.073313,0.180091,113,0,0
0.722,3.983,9.031,-36.18,-25.619999,-14.219999,118.203125,-23.78125,4.515625,0.039967,0.018449,0.119661,113,0,0
0.804,3.848,9.416,-36.059998,-26.099998,-14.219999,117.671875,-25.453123,4.984375,0.052687,0.053369,0.082467,115,0,0
0.768,3.724,9.047,-36,-26.16,-14.219999,117.71875,-22.6875,4.796875,0.006667,0.035555,0.014159,0,0,0
1.043,4.045,9.174,-35.76,-26.16,-13.799999,117.671875,-23.6875,5.296875,-0.059061,0.009036,-0.025897,0,0,0
0.806,3.999,9.012,-35.88,-26.039999,-13.559999,117.56249,-23.734377,5.296875,-0.005407,-0.061118,-0.004493,121,0,0
0.332,4.006,8.959,-35.82,-26.22,-13.86,117.265625,-25.125,2.65625,0.05878,-0.006727,0.032602,121,0,0
0.555,4.066,9.028,-35.579998,-26.64,-13.559999,117.453125,-23.296877,3.359375,0.048106,0.132059,-0.001595,121,0,0
0.72,3.906,8.765,-35.219997,-26.939999,-13.259999,117.625,-25.234377,3.296875,0.008583,0.065687,-0.066803,106,0,0
0.945,3.915,9.387,-35.16,-27.42,-13.62,118.40625,-21.296877,5.296875,-0.044445,-0.030851,-0.090822,106,0,0
1.069,4.528,8.183,-35.52,-27.9,-14.5199995,117.56249,-29.515623,5.65625,0.116366,0.040376,-0.030242,106,0,0
-4.871,6.661,7.073,-34.2,-28.439999,-14.58,117.46875,-37.515625,-18.890623,0.388219,0.076902,0.13114,106,0,0
-3.023,4.452,10.244,-30.779999,-30.539999,-15.96,117.578125,-25.25,-13.359375,0.409053,0.994872,-0.122423,73,0,0
-2.57,5.029,8.93,-28.019999,-31.92,-19.199999,118.828125,-29.578123,-14.09375,0.049343,0.71546,-0.451542,73,0,0
-3.257,5.002,8.552,-26.4,-31.619999,-20.699999,114.734375,-30.84375,-20.46875,0.279631,0.689148,-0.118644,73,0,0
